Year,Sector,Price,Volume,Region,text
2010,AL1 1,364000,133,South East,AL1 1<br>Avg. Price: 364K<br>Sales Volume: 133
2010,AL1 2,335000,76,South East,AL1 2<br>Avg. Price: 335K<br>Sales Volume: 76
2010,AL1 3,328000,151,South East,AL1 3<br>Avg. Price: 328K<br>Sales Volume: 151
2010,AL1 4,560000,184,South East,AL1 4<br>Avg. Price: 560K<br>Sales Volume: 184
2010,AL1 5,312000,171,South East,AL1 5<br>Avg. Price: 312K<br>Sales Volume: 171
2010,AL10 0,179000,83,South East,AL10 0<br>Avg. Price: 179K<br>Sales Volume: 83
2010,AL10 8,198000,130,South East,AL10 8<br>Avg. Price: 198K<br>Sales Volume: 130
2010,AL10 9,234000,144,South East,AL10 9<br>Avg. Price: 234K<br>Sales Volume: 144
2010,AL2 1,263000,116,South East,AL2 1<br>Avg. Price: 263K<br>Sales Volume: 116
2010,AL2 2,327000,105,South East,AL2 2<br>Avg. Price: 327K<br>Sales Volume: 105
2010,AL2 3,442000,114,South East,AL2 3<br>Avg. Price: 442K<br>Sales Volume: 114
2010,AL3 4,519000,82,South East,AL3 4<br>Avg. Price: 519K<br>Sales Volume: 82
2010,AL3 5,397000,163,South East,AL3 5<br>Avg. Price: 397K<br>Sales Volume: 163
2010,AL3 6,337000,57,South East,AL3 6<br>Avg. Price: 337K<br>Sales Volume: 57
2010,AL3 7,363000,92,South East,AL3 7<br>Avg. Price: 363K<br>Sales Volume: 92
2010,AL3 8,274000,76,South East,AL3 8<br>Avg. Price: 274K<br>Sales Volume: 76
2010,AL4 0,373000,141,South East,AL4 0<br>Avg. Price: 373K<br>Sales Volume: 141
2010,AL4 8,458000,115,South East,AL4 8<br>Avg. Price: 458K<br>Sales Volume: 115
2010,AL4 9,335000,183,South East,AL4 9<br>Avg. Price: 335K<br>Sales Volume: 183
2010,AL5 1,480000,126,South East,AL5 1<br>Avg. Price: 480K<br>Sales Volume: 126
2010,AL5 2,983000,73,South East,AL5 2<br>Avg. Price: 983K<br>Sales Volume: 73
2010,AL5 3,521000,90,South East,AL5 3<br>Avg. Price: 521K<br>Sales Volume: 90
2010,AL5 4,548000,133,South East,AL5 4<br>Avg. Price: 548K<br>Sales Volume: 133
2010,AL5 5,459000,156,South East,AL5 5<br>Avg. Price: 459K<br>Sales Volume: 156
2010,AL6 0,653000,86,South East,AL6 0<br>Avg. Price: 653K<br>Sales Volume: 86
2010,AL6 9,441000,76,South East,AL6 9<br>Avg. Price: 441K<br>Sales Volume: 76
2010,AL7 1,227000,65,South East,AL7 1<br>Avg. Price: 227K<br>Sales Volume: 65
2010,AL7 2,202000,94,South East,AL7 2<br>Avg. Price: 202K<br>Sales Volume: 94
2010,AL7 3,194000,94,South East,AL7 3<br>Avg. Price: 194K<br>Sales Volume: 94
2010,AL7 4,229000,108,South East,AL7 4<br>Avg. Price: 229K<br>Sales Volume: 108
2010,AL8 6,319000,79,South East,AL8 6<br>Avg. Price: 319K<br>Sales Volume: 79
2010,AL8 7,354000,67,South East,AL8 7<br>Avg. Price: 354K<br>Sales Volume: 67
2010,AL9 5,308000,33,South East,AL9 5<br>Avg. Price: 308K<br>Sales Volume: 33
2010,AL9 6,939000,19,South East,AL9 6<br>Avg. Price: 939K<br>Sales Volume: 19
2010,AL9 7,496000,80,South East,AL9 7<br>Avg. Price: 496K<br>Sales Volume: 80
2010,B1 1,144000,102,Midlands,B1 1<br>Avg. Price: 144K<br>Sales Volume: 102
2010,B1 2,120000,42,Midlands,B1 2<br>Avg. Price: 120K<br>Sales Volume: 42
2010,B1 3,138000,16,Midlands,B1 3<br>Avg. Price: 138K<br>Sales Volume: 16
2010,B10 0,111000,34,Midlands,B10 0<br>Avg. Price: 111K<br>Sales Volume: 34
2010,B10 9,113000,74,Midlands,B10 9<br>Avg. Price: 113K<br>Sales Volume: 74
2010,B11 1,108000,41,Midlands,B11 1<br>Avg. Price: 108K<br>Sales Volume: 41
2010,B11 2,98000,35,Midlands,B11 2<br>Avg. Price: 98K<br>Sales Volume: 35
2010,B11 3,120000,147,Midlands,B11 3<br>Avg. Price: 120K<br>Sales Volume: 147
2010,B11 4,145000,52,Midlands,B11 4<br>Avg. Price: 145K<br>Sales Volume: 52
2010,B12 0,114000,5,Midlands,B12 0<br>Avg. Price: 114K<br>Sales Volume: 5
2010,B12 8,118000,37,Midlands,B12 8<br>Avg. Price: 118K<br>Sales Volume: 37
2010,B12 9,150000,14,Midlands,B12 9<br>Avg. Price: 150K<br>Sales Volume: 14
2010,B13 0,164000,140,Midlands,B13 0<br>Avg. Price: 164K<br>Sales Volume: 140
2010,B13 8,274000,83,Midlands,B13 8<br>Avg. Price: 274K<br>Sales Volume: 83
2010,B13 9,232000,153,Midlands,B13 9<br>Avg. Price: 232K<br>Sales Volume: 153
2010,B14 4,136000,164,Midlands,B14 4<br>Avg. Price: 136K<br>Sales Volume: 164
2010,B14 5,116000,83,Midlands,B14 5<br>Avg. Price: 116K<br>Sales Volume: 83
2010,B14 6,155000,77,Midlands,B14 6<br>Avg. Price: 155K<br>Sales Volume: 77
2010,B14 7,187000,116,Midlands,B14 7<br>Avg. Price: 187K<br>Sales Volume: 116
2010,B15 1,224000,11,Midlands,B15 1<br>Avg. Price: 224K<br>Sales Volume: 11
2010,B15 2,254000,172,Midlands,B15 2<br>Avg. Price: 254K<br>Sales Volume: 172
2010,B15 3,296000,69,Midlands,B15 3<br>Avg. Price: 296K<br>Sales Volume: 69
2010,B16 0,173000,77,Midlands,B16 0<br>Avg. Price: 173K<br>Sales Volume: 77
2010,B16 8,116000,108,Midlands,B16 8<br>Avg. Price: 116K<br>Sales Volume: 108
2010,B16 9,170000,45,Midlands,B16 9<br>Avg. Price: 170K<br>Sales Volume: 45
2010,B17 0,199000,146,Midlands,B17 0<br>Avg. Price: 199K<br>Sales Volume: 146
2010,B17 8,291000,72,Midlands,B17 8<br>Avg. Price: 291K<br>Sales Volume: 72
2010,B17 9,256000,186,Midlands,B17 9<br>Avg. Price: 256K<br>Sales Volume: 186
2010,B18 4,81000,22,Midlands,B18 4<br>Avg. Price: 81K<br>Sales Volume: 22
2010,B18 5,128000,19,Midlands,B18 5<br>Avg. Price: 128K<br>Sales Volume: 19
2010,B18 6,183000,26,Midlands,B18 6<br>Avg. Price: 183K<br>Sales Volume: 26
2010,B18 7,93000,11,Midlands,B18 7<br>Avg. Price: 93K<br>Sales Volume: 11
2010,B19 1,110000,23,Midlands,B19 1<br>Avg. Price: 110K<br>Sales Volume: 23
2010,B19 2,99000,26,Midlands,B19 2<br>Avg. Price: 99K<br>Sales Volume: 26
2010,B19 3,74000,7,Midlands,B19 3<br>Avg. Price: 74K<br>Sales Volume: 7
2010,B20 1,179000,41,Midlands,B20 1<br>Avg. Price: 179K<br>Sales Volume: 41
2010,B20 2,143000,52,Midlands,B20 2<br>Avg. Price: 143K<br>Sales Volume: 52
2010,B20 3,129000,58,Midlands,B20 3<br>Avg. Price: 129K<br>Sales Volume: 58
2010,B21 0,90000,57,Midlands,B21 0<br>Avg. Price: 90K<br>Sales Volume: 57
2010,B21 8,121000,60,Midlands,B21 8<br>Avg. Price: 121K<br>Sales Volume: 60
2010,B21 9,114000,44,Midlands,B21 9<br>Avg. Price: 114K<br>Sales Volume: 44
2010,B23 5,134000,249,Midlands,B23 5<br>Avg. Price: 134K<br>Sales Volume: 249
2010,B23 6,103000,131,Midlands,B23 6<br>Avg. Price: 103K<br>Sales Volume: 131
2010,B23 7,117000,139,Midlands,B23 7<br>Avg. Price: 117K<br>Sales Volume: 139
2010,B24 0,148000,101,Midlands,B24 0<br>Avg. Price: 148K<br>Sales Volume: 101
2010,B24 8,118000,51,Midlands,B24 8<br>Avg. Price: 118K<br>Sales Volume: 51
2010,B24 9,124000,92,Midlands,B24 9<br>Avg. Price: 124K<br>Sales Volume: 92
2010,B25 8,116000,103,Midlands,B25 8<br>Avg. Price: 116K<br>Sales Volume: 103
2010,B26 1,138000,118,Midlands,B26 1<br>Avg. Price: 138K<br>Sales Volume: 118
2010,B26 2,131000,91,Midlands,B26 2<br>Avg. Price: 131K<br>Sales Volume: 91
2010,B26 3,130000,107,Midlands,B26 3<br>Avg. Price: 130K<br>Sales Volume: 107
2010,B27 6,140000,79,Midlands,B27 6<br>Avg. Price: 140K<br>Sales Volume: 79
2010,B27 7,120000,123,Midlands,B27 7<br>Avg. Price: 120K<br>Sales Volume: 123
2010,B28 0,183000,148,Midlands,B28 0<br>Avg. Price: 183K<br>Sales Volume: 148
2010,B28 8,152000,74,Midlands,B28 8<br>Avg. Price: 152K<br>Sales Volume: 74
2010,B28 9,167000,95,Midlands,B28 9<br>Avg. Price: 167K<br>Sales Volume: 95
2010,B29 4,177000,42,Midlands,B29 4<br>Avg. Price: 177K<br>Sales Volume: 42
2010,B29 5,101000,62,Midlands,B29 5<br>Avg. Price: 101K<br>Sales Volume: 62
2010,B29 6,151000,128,Midlands,B29 6<br>Avg. Price: 151K<br>Sales Volume: 128
2010,B29 7,191000,120,Midlands,B29 7<br>Avg. Price: 191K<br>Sales Volume: 120
2010,B3 1,146000,52,Midlands,B3 1<br>Avg. Price: 146K<br>Sales Volume: 52
2010,B30 1,203000,105,Midlands,B30 1<br>Avg. Price: 203K<br>Sales Volume: 105
2010,B30 2,146000,143,Midlands,B30 2<br>Avg. Price: 146K<br>Sales Volume: 143
2010,B30 3,130000,94,Midlands,B30 3<br>Avg. Price: 130K<br>Sales Volume: 94
2010,B31 1,125000,110,Midlands,B31 1<br>Avg. Price: 125K<br>Sales Volume: 110
2010,B31 2,163000,106,Midlands,B31 2<br>Avg. Price: 163K<br>Sales Volume: 106
2010,B31 3,115000,105,Midlands,B31 3<br>Avg. Price: 115K<br>Sales Volume: 105
2010,B31 4,108000,81,Midlands,B31 4<br>Avg. Price: 108K<br>Sales Volume: 81
2010,B31 5,123000,76,Midlands,B31 5<br>Avg. Price: 123K<br>Sales Volume: 76
2010,B32 1,146000,69,Midlands,B32 1<br>Avg. Price: 146K<br>Sales Volume: 69
2010,B32 2,128000,102,Midlands,B32 2<br>Avg. Price: 128K<br>Sales Volume: 102
2010,B32 3,105000,86,Midlands,B32 3<br>Avg. Price: 105K<br>Sales Volume: 86
2010,B32 4,94000,27,Midlands,B32 4<br>Avg. Price: 94K<br>Sales Volume: 27
2010,B33 0,108000,73,Midlands,B33 0<br>Avg. Price: 108K<br>Sales Volume: 73
2010,B33 8,114000,77,Midlands,B33 8<br>Avg. Price: 114K<br>Sales Volume: 77
2010,B33 9,101000,80,Midlands,B33 9<br>Avg. Price: 101K<br>Sales Volume: 80
2010,B34 6,127000,108,Midlands,B34 6<br>Avg. Price: 127K<br>Sales Volume: 108
2010,B34 7,100000,60,Midlands,B34 7<br>Avg. Price: 100K<br>Sales Volume: 60
2010,B35 6,95000,13,Midlands,B35 6<br>Avg. Price: 95K<br>Sales Volume: 13
2010,B35 7,100000,13,Midlands,B35 7<br>Avg. Price: 100K<br>Sales Volume: 13
2010,B36 0,142000,95,Midlands,B36 0<br>Avg. Price: 142K<br>Sales Volume: 95
2010,B36 8,164000,70,Midlands,B36 8<br>Avg. Price: 164K<br>Sales Volume: 70
2010,B36 9,157000,80,Midlands,B36 9<br>Avg. Price: 157K<br>Sales Volume: 80
2010,B37 5,97000,61,Midlands,B37 5<br>Avg. Price: 97K<br>Sales Volume: 61
2010,B37 6,108000,62,Midlands,B37 6<br>Avg. Price: 108K<br>Sales Volume: 62
2010,B37 7,161000,86,Midlands,B37 7<br>Avg. Price: 161K<br>Sales Volume: 86
2010,B38 0,165000,9,Midlands,B38 0<br>Avg. Price: 165K<br>Sales Volume: 9
2010,B38 8,158000,119,Midlands,B38 8<br>Avg. Price: 158K<br>Sales Volume: 119
2010,B38 9,110000,45,Midlands,B38 9<br>Avg. Price: 110K<br>Sales Volume: 45
2010,B4 6,80000,18,Midlands,B4 6<br>Avg. Price: 80K<br>Sales Volume: 18
2010,B42 1,139000,92,Midlands,B42 1<br>Avg. Price: 139K<br>Sales Volume: 92
2010,B42 2,118000,109,Midlands,B42 2<br>Avg. Price: 118K<br>Sales Volume: 109
2010,B43 5,133000,73,Midlands,B43 5<br>Avg. Price: 133K<br>Sales Volume: 73
2010,B43 6,191000,69,Midlands,B43 6<br>Avg. Price: 191K<br>Sales Volume: 69
2010,B43 7,158000,149,Midlands,B43 7<br>Avg. Price: 158K<br>Sales Volume: 149
2010,B44 0,89000,89,Midlands,B44 0<br>Avg. Price: 89K<br>Sales Volume: 89
2010,B44 8,121000,109,Midlands,B44 8<br>Avg. Price: 121K<br>Sales Volume: 109
2010,B44 9,106000,107,Midlands,B44 9<br>Avg. Price: 106K<br>Sales Volume: 107
2010,B45 0,90000,36,Midlands,B45 0<br>Avg. Price: 90K<br>Sales Volume: 36
2010,B45 8,267000,106,Midlands,B45 8<br>Avg. Price: 267K<br>Sales Volume: 106
2010,B45 9,144000,105,Midlands,B45 9<br>Avg. Price: 144K<br>Sales Volume: 105
2010,B46 1,171000,83,Midlands,B46 1<br>Avg. Price: 171K<br>Sales Volume: 83
2010,B46 2,314000,19,Midlands,B46 2<br>Avg. Price: 314K<br>Sales Volume: 19
2010,B46 3,197000,34,Midlands,B46 3<br>Avg. Price: 197K<br>Sales Volume: 34
2010,B47 5,228000,74,Midlands,B47 5<br>Avg. Price: 228K<br>Sales Volume: 74
2010,B47 6,226000,38,Midlands,B47 6<br>Avg. Price: 226K<br>Sales Volume: 38
2010,B48 7,295000,73,Midlands,B48 7<br>Avg. Price: 295K<br>Sales Volume: 73
2010,B49 5,224000,62,Midlands,B49 5<br>Avg. Price: 224K<br>Sales Volume: 62
2010,B49 6,278000,59,Midlands,B49 6<br>Avg. Price: 278K<br>Sales Volume: 59
2010,B5 4,93000,53,Midlands,B5 4<br>Avg. Price: 93K<br>Sales Volume: 53
2010,B5 5,121000,2,Midlands,B5 5<br>Avg. Price: 121K<br>Sales Volume: 2
2010,B5 6,113000,16,Midlands,B5 6<br>Avg. Price: 113K<br>Sales Volume: 16
2010,B5 7,150000,141,Midlands,B5 7<br>Avg. Price: 150K<br>Sales Volume: 141
2010,B50 4,212000,71,Midlands,B50 4<br>Avg. Price: 212K<br>Sales Volume: 71
2010,B6 4,119000,4,Midlands,B6 4<br>Avg. Price: 119K<br>Sales Volume: 4
2010,B6 5,108000,12,Midlands,B6 5<br>Avg. Price: 108K<br>Sales Volume: 12
2010,B6 6,108000,52,Midlands,B6 6<br>Avg. Price: 108K<br>Sales Volume: 52
2010,B6 7,114000,12,Midlands,B6 7<br>Avg. Price: 114K<br>Sales Volume: 12
2010,B60 1,232000,94,Midlands,B60 1<br>Avg. Price: 232K<br>Sales Volume: 94
2010,B60 2,223000,128,Midlands,B60 2<br>Avg. Price: 223K<br>Sales Volume: 128
2010,B60 3,178000,125,Midlands,B60 3<br>Avg. Price: 178K<br>Sales Volume: 125
2010,B60 4,215000,36,Midlands,B60 4<br>Avg. Price: 215K<br>Sales Volume: 36
2010,B61 0,200000,133,Midlands,B61 0<br>Avg. Price: 200K<br>Sales Volume: 133
2010,B61 7,196000,60,Midlands,B61 7<br>Avg. Price: 196K<br>Sales Volume: 60
2010,B61 8,158000,65,Midlands,B61 8<br>Avg. Price: 158K<br>Sales Volume: 65
2010,B61 9,307000,28,Midlands,B61 9<br>Avg. Price: 307K<br>Sales Volume: 28
2010,B62 0,238000,62,Midlands,B62 0<br>Avg. Price: 238K<br>Sales Volume: 62
2010,B62 8,161000,79,Midlands,B62 8<br>Avg. Price: 161K<br>Sales Volume: 79
2010,B62 9,147000,106,Midlands,B62 9<br>Avg. Price: 147K<br>Sales Volume: 106
2010,B63 1,216000,79,Midlands,B63 1<br>Avg. Price: 216K<br>Sales Volume: 79
2010,B63 2,119000,131,Midlands,B63 2<br>Avg. Price: 119K<br>Sales Volume: 131
2010,B63 3,148000,113,Midlands,B63 3<br>Avg. Price: 148K<br>Sales Volume: 113
2010,B63 4,145000,89,Midlands,B63 4<br>Avg. Price: 145K<br>Sales Volume: 89
