Year,Sector,Price,Volume,Region,text
2009,AL1 1,317000,102,South East,AL1 1<br>Avg. Price: 317K<br>Sales Volume: 102
2009,AL1 2,267000,75,South East,AL1 2<br>Avg. Price: 267K<br>Sales Volume: 75
2009,AL1 3,277000,104,South East,AL1 3<br>Avg. Price: 277K<br>Sales Volume: 104
2009,AL1 4,443000,136,South East,AL1 4<br>Avg. Price: 443K<br>Sales Volume: 136
2009,AL1 5,273000,137,South East,AL1 5<br>Avg. Price: 273K<br>Sales Volume: 137
2009,AL10 0,172000,92,South East,AL10 0<br>Avg. Price: 172K<br>Sales Volume: 92
2009,AL10 8,177000,74,South East,AL10 8<br>Avg. Price: 177K<br>Sales Volume: 74
2009,AL10 9,228000,112,South East,AL10 9<br>Avg. Price: 228K<br>Sales Volume: 112
2009,AL2 1,242000,88,South East,AL2 1<br>Avg. Price: 242K<br>Sales Volume: 88
2009,AL2 2,300000,121,South East,AL2 2<br>Avg. Price: 300K<br>Sales Volume: 121
2009,AL2 3,368000,95,South East,AL2 3<br>Avg. Price: 368K<br>Sales Volume: 95
2009,AL3 4,419000,83,South East,AL3 4<br>Avg. Price: 419K<br>Sales Volume: 83
2009,AL3 5,380000,144,South East,AL3 5<br>Avg. Price: 380K<br>Sales Volume: 144
2009,AL3 6,352000,52,South East,AL3 6<br>Avg. Price: 352K<br>Sales Volume: 52
2009,AL3 7,333000,80,South East,AL3 7<br>Avg. Price: 333K<br>Sales Volume: 80
2009,AL3 8,253000,58,South East,AL3 8<br>Avg. Price: 253K<br>Sales Volume: 58
2009,AL4 0,326000,124,South East,AL4 0<br>Avg. Price: 326K<br>Sales Volume: 124
2009,AL4 8,390000,86,South East,AL4 8<br>Avg. Price: 390K<br>Sales Volume: 86
2009,AL4 9,286000,159,South East,AL4 9<br>Avg. Price: 286K<br>Sales Volume: 159
2009,AL5 1,413000,91,South East,AL5 1<br>Avg. Price: 413K<br>Sales Volume: 91
2009,AL5 2,1031000,67,South East,"AL5 2<br>Avg. Price: 1,031K<br>Sales Volume: 67"
2009,AL5 3,545000,83,South East,AL5 3<br>Avg. Price: 545K<br>Sales Volume: 83
2009,AL5 4,435000,123,South East,AL5 4<br>Avg. Price: 435K<br>Sales Volume: 123
2009,AL5 5,395000,112,South East,AL5 5<br>Avg. Price: 395K<br>Sales Volume: 112
2009,AL6 0,480000,90,South East,AL6 0<br>Avg. Price: 480K<br>Sales Volume: 90
2009,AL6 9,338000,65,South East,AL6 9<br>Avg. Price: 338K<br>Sales Volume: 65
2009,AL7 1,196000,69,South East,AL7 1<br>Avg. Price: 196K<br>Sales Volume: 69
2009,AL7 2,199000,93,South East,AL7 2<br>Avg. Price: 199K<br>Sales Volume: 93
2009,AL7 3,173000,94,South East,AL7 3<br>Avg. Price: 173K<br>Sales Volume: 94
2009,AL7 4,202000,106,South East,AL7 4<br>Avg. Price: 202K<br>Sales Volume: 106
2009,AL8 6,295000,94,South East,AL8 6<br>Avg. Price: 295K<br>Sales Volume: 94
2009,AL8 7,329000,87,South East,AL8 7<br>Avg. Price: 329K<br>Sales Volume: 87
2009,AL9 5,330000,28,South East,AL9 5<br>Avg. Price: 330K<br>Sales Volume: 28
2009,AL9 6,703000,18,South East,AL9 6<br>Avg. Price: 703K<br>Sales Volume: 18
2009,AL9 7,476000,81,South East,AL9 7<br>Avg. Price: 476K<br>Sales Volume: 81
2009,B1 1,135000,101,Midlands,B1 1<br>Avg. Price: 135K<br>Sales Volume: 101
2009,B1 2,128000,21,Midlands,B1 2<br>Avg. Price: 128K<br>Sales Volume: 21
2009,B1 3,189000,6,Midlands,B1 3<br>Avg. Price: 189K<br>Sales Volume: 6
2009,B10 0,129000,40,Midlands,B10 0<br>Avg. Price: 129K<br>Sales Volume: 40
2009,B10 9,120000,61,Midlands,B10 9<br>Avg. Price: 120K<br>Sales Volume: 61
2009,B11 1,129000,46,Midlands,B11 1<br>Avg. Price: 129K<br>Sales Volume: 46
2009,B11 2,93000,28,Midlands,B11 2<br>Avg. Price: 93K<br>Sales Volume: 28
2009,B11 3,112000,127,Midlands,B11 3<br>Avg. Price: 112K<br>Sales Volume: 127
2009,B11 4,146000,44,Midlands,B11 4<br>Avg. Price: 146K<br>Sales Volume: 44
